siteID,plotID,nlcdClass,collectDate,taxonID,tagID,sex,lifeStage
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R2925,F,subadult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.L2804,M,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3100,M,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3102,M,adult
SCBI,SCBI_035,pastureHay,2018-08-09,PELE,NEON.MAM.D02.R2902,F,subadult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3211,M,adult
SCBI,SCBI_035,pastureHay,2018-08-09,PELE,NEON.MAM.D02.L3223,M,adult
SCBI,SCBI_035,pastureHay,2018-08-09,PELE,NEON.MAM.D02.L3204,M,adult
SCBI,SCBI_035,pastureHay,2018-08-09,BLBR,NEON.MAM.D02.O035H420180809,U,adult
SCBI,SCBI_035,pastureHay,2018-08-09,PELE,NEON.MAM.D02.R3203,M,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3140,M,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3119,M,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3128,M,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3127,M,adult
SCBI,SCBI_035,pastureHay,2018-08-09,PELE,NEON.MAM.D02.R3218,U,unknown
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R2697,F,adult
SCBI,SCBI_035,pastureHay,2018-08-09,PELE,NEON.MAM.D02.R3219,U,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3182,F,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3141,F,adult
SCBI,SCBI_035,pastureHay,2018-08-09,PELE,NEON.MAM.D02.L3221,F,subadult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3134,F,subadult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R2806,F,adult
SCBI,SCBI_035,pastureHay,2018-08-09,PELE,NEON.MAM.D02.R3202,M,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3216,F,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R2805,M,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3138,M,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3123,F,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R2820,M,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3131,M,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3137,F,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,TAST,NEON.MAM.D02.R3101,F,adult
SCBI,SCBI_035,pastureHay,2018-08-09,PELE,NEON.MAM.D02.R3222,M,adult
SCBI,SCBI_035,pastureHay,2018-08-09,PELE,NEON.MAM.D02.R2974,M,adult
SCBI,SCBI_008,deciduousForest,2018-08-09,PELE,NEON.MAM.D02.R3133,M,adult
SCBI,SCBI_035,pastureHay,2018-08-09,BLBR,NEON.MAM.D02.O035J120180809,U,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3230,M,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R2999,F,subadult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3241,F,subadult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.L3249,F,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.L3231,M,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R2681,F,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3244,M,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3235,M,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3240,M,subadult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3228,F,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3214,F,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R2934,M,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3232,F,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.L3243,F,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3212,M,subadult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3266,F,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3246,F,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3229,M,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3233,M,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3213,M,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R2935,M,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3227,F,subadult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3245,M,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3239,F,subadult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R2933,F,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3247,F,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3238,F,subadult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.L3248,F,subadult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3237,F,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3234,M,subadult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R2936,F,subadult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3236,M,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R2688,M,adult
SCBI,SCBI_003,deciduousForest,2018-08-10,PELE,NEON.MAM.D02.R3241,F,subadult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L3225,M,adult
SCBI,SCBI_035,pastureHay,2018-09-05,PELE,NEON.MAM.D02.R2974,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L3096,F,adult
SCBI,SCBI_035,pastureHay,2018-09-05,PELE,NEON.MAM.D02.R3124,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3130,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L3274,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R2945,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3141,F,adult
SCBI,SCBI_002,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3261,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3098,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,TAST,NEON.MAM.D02.L3019,F,adult
SCBI,SCBI_035,pastureHay,2018-09-05,MUMU,NEON.MAM.D02.R3107,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R2805,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3095,F,subadult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.810559,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3182,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L3118,F,adult
SCBI,SCBI_035,pastureHay,2018-09-05,BLBR,NEON.MAM.D02.O035E520180905,U,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R2697,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R2806,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L3200,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-05,MUFR,NEON.MAM.D02.O002H220180905,M,unknown
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L3099,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3259,F,adult
SCBI,SCBI_002,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3263,F,adult
SCBI,SCBI_002,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3262,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L3025,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3161,F,adult
SCBI,SCBI_035,pastureHay,2018-09-05,PELE,NEON.MAM.D02.R3219,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3265,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L3076,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L2804,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3257,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L3256,M,adult
SCBI,SCBI_035,pastureHay,2018-09-05,PELE,NEON.MAM.D02.R2970,F,adult
SCBI,SCBI_035,pastureHay,2018-09-05,BLBR,NEON.MAM.D02.O035C920180905,U,adult
SCBI,SCBI_035,pastureHay,2018-09-05,BLBR,NEON.MAM.D02.O035A920180905,U,adult
SCBI,SCBI_035,pastureHay,2018-09-05,PELE,NEON.MAM.D02.O035B220180905,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,MIPI,NEON.MAM.D02.R3112,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3260,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3264,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3132,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L3175,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3276,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L3097,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3216,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.L3136,F,adult
SCBI,SCBI_002,deciduousForest,2018-09-05,PELE,NEON.MAM.D02.R3258,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R2806,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3134,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.L3096,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.L2804,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,BLBR,NEON.MAM.D02.O008H620180906,U,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.810559,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.977953,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3141,F,adult
SCBI,SCBI_002,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3027,F,adult
SCBI,SCBI_035,pastureHay,2018-09-06,MUMU,NEON.MAM.D02.R3277,M,subadult
SCBI,SCBI_002,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3264,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3259,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3137,F,adult
SCBI,SCBI_035,pastureHay,2018-09-06,PELE,NEON.MAM.D02.R2974,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.L3274,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.L3208,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.L3076,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3257,M,adult
SCBI,SCBI_035,pastureHay,2018-09-06,BLBR,NEON.MAM.D02.O035F620180906,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R2697,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3216,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.L3029,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.L3256,M,adult
SCBI,SCBI_035,pastureHay,2018-09-06,BLBR,NEON.MAM.D02.O035C920180906,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3182,F,adult
SCBI,SCBI_035,pastureHay,2018-09-06,PELE,NEON.MAM.D02.R2970,F,adult
SCBI,SCBI_035,pastureHay,2018-09-06,PELE,NEON.MAM.D02.R3124,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.L3136,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3132,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3276,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.L3225,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3028,M,adult
SCBI,SCBI_035,pastureHay,2018-09-06,PELE,NEON.MAM.D02.008581,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.L3175,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R2945,F,adult
SCBI,SCBI_002,deciduousForest,2018-09-06,PELE,NEON.MAM.D02.R3026,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,BLBR,NEON.MAM.D02.O008H720180907,U,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R2945,F,subadult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R2805,M,adult
SCBI,SCBI_035,pastureHay,2018-09-07,PELE,NEON.MAM.D02.R2970,F,adult
SCBI,SCBI_035,pastureHay,2018-09-07,BLBR,NEON.MAM.D02.O035J220180907,U,adult
SCBI,SCBI_035,pastureHay,2018-09-07,MUMU,NEON.MAM.D02.R3107,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3161,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,MIPI,NEON.MAM.D02.R3296,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.320612,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3137,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3121,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3209,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3103,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3132,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.L3208,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.L3175,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3136,F,adult
SCBI,SCBI_002,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3278,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R2697,F,adult
SCBI,SCBI_035,pastureHay,2018-09-07,PELE,NEON.MAM.D02.R3124,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.L3225,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.810559,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3091,M,adult
SCBI,SCBI_035,pastureHay,2018-09-07,PELE,NEON.MAM.D02.R3219,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3141,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.L3076,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.L3047,M,subadult
SCBI,SCBI_002,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3297,F,adult
SCBI,SCBI_002,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3027,F,adult
SCBI,SCBI_002,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3263,F,adult
SCBI,SCBI_002,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3257,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3299,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.L3200,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.L3096,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3216,F,adult
SCBI,SCBI_035,pastureHay,2018-09-07,PELE,NEON.MAM.D02.R3046,F,adult
SCBI,SCBI_035,pastureHay,2018-09-07,PELE,NEON.MAM.D02.R2974,M,adult
SCBI,SCBI_002,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3261,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.L3118,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.L3097,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.L2806,F,adult
SCBI,SCBI_002,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3026,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3182,F,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.R3025,M,adult
SCBI,SCBI_008,deciduousForest,2018-09-07,PELE,NEON.MAM.D02.L2804,M,adult
SCBI,SCBI_004,deciduousForest,2018-09-08,PELE,NEON.MAM.D02.R3279,M,adult
SCBI,SCBI_004,deciduousForest,2018-09-08,PELE,NEON.MAM.D02.L3077,M,adult
SCBI,SCBI_004,deciduousForest,2018-09-08,PELE,NEON.MAM.D02.R3275,M,adult
SCBI,SCBI_004,deciduousForest,2018-09-08,PELE,NEON.MAM.D02.R3281,F,adult
SCBI,SCBI_004,deciduousForest,2018-09-08,PELE,NEON.MAM.D02.R3280,M,adult
SCBI,SCBI_004,deciduousForest,2018-09-08,PELE,NEON.MAM.D02.R3295,F,adult
SCBI,SCBI_004,deciduousForest,2018-09-08,PELE,NEON.MAM.D02.R3298,F,adult
SCBI,SCBI_004,deciduousForest,2018-09-08,PELE,NEON.MAM.D02.R3282,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3208,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.810559,M,adult
SCBI,SCBI_035,pastureHay,2018-10-02,BLBR,NEON.MAM.D02.O035G520181002,U,unknown
SCBI,SCBI_035,pastureHay,2018-10-02,MUMU,NEON.MAM.D02.R3062,M,adult
SCBI,SCBI_035,pastureHay,2018-10-02,BLBR,NEON.MAM.D02.O035A420181002,U,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,TAST,NEON.MAM.D02.R3050,F,adult
SCBI,SCBI_002,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3492,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3099,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3487,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3063,F,adult
SCBI,SCBI_002,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3488,M,adult
SCBI,SCBI_035,pastureHay,2018-10-02,MUMU,NEON.MAM.D02.R3064,F,adult
SCBI,SCBI_035,pastureHay,2018-10-02,BLBR,NEON.MAM.D02.O035J1020181002,U,unknown
SCBI,SCBI_002,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3491,M,adult
SCBI,SCBI_002,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3490,F,adult
SCBI,SCBI_035,pastureHay,2018-10-02,MUMU,NEON.MAM.D02.R3065,U,adult
SCBI,SCBI_035,pastureHay,2018-10-02,BLBR,NEON.MAM.D02.O035D820181002,U,adult
SCBI,SCBI_035,pastureHay,2018-10-02,BLBR,NEON.MAM.D02.O035F620181002,F,adult
SCBI,SCBI_035,pastureHay,2018-10-02,BLBR,NEON.MAM.D02.O035E920181002,U,unknown
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3075,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,TAST,NEON.MAM.D02.R3486,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3134,F,adult
SCBI,SCBI_002,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3259,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.794496,M,adult
SCBI,SCBI_035,pastureHay,2018-10-02,BLBR,NEON.MAM.D02.O035B220181002,U,unknown
SCBI,SCBI_035,pastureHay,2018-10-02,BLBR,NEON.MAM.D02.O035C720181002,U,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3000,F,adult
SCBI,SCBI_002,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3481,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3216,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3182,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3141,F,adult
SCBI,SCBI_002,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3484,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3276,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L2804,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3209,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R2805,M,adult
SCBI,SCBI_002,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3297,F,adult
SCBI,SCBI_002,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3477,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3479,M,adult
SCBI,SCBI_035,pastureHay,2018-10-02,PELE,NEON.MAM.D02.R3219,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3136,F,adult
SCBI,SCBI_002,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3482,M,adult
SCBI,SCBI_035,pastureHay,2018-10-02,BLBR,NEON.MAM.D02.O035J520181002,U,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3132,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.320612,M,adult
SCBI,SCBI_002,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R3483,M,subadult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3478,M,adult
SCBI,SCBI_035,pastureHay,2018-10-02,BLBR,NEON.MAM.D02.O035F820181002,U,unknown
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R2697,F,adult
SCBI,SCBI_002,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3480,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.L3061,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-02,PELE,NEON.MAM.D02.R2806,F,adult
SCBI,SCBI_002,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.L3480,M,adult
SCBI,SCBI_002,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.L3488,M,adult
SCBI,SCBI_002,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.R3024,F,juvenile
SCBI,SCBI_002,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.R3023,M,subadult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.R3462,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.L3468,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.R3063,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.R3182,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.R3000,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.794496,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.L2804,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.R3134,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.R3216,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.810559,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.L3099,M,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.R2945,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.R3001,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,TAST,NEON.MAM.D02.R3486,F,adult
SCBI,SCBI_008,deciduousForest,2018-10-03,PELE,NEON.MAM.D02.320612,M,adult
