siteID,Mean_temp
ABBY,9.531022589244838
DSNY,23.127241112725645
HARV,8.340275949910781
JERC,19.826632774425683
MLBS,9.388205326481112
ONAQ,9.055746945210407
SCBI,12.421645101933132
UNDE,4.610073334065182
