siteID,Mean_height
ABBY,3.998842937335319
DSNY,1.8148708815672305
HARV,8.848238543486838
JERC,2.775211211609184
MLBS,8.853852226081464
ONAQ,0.7426699113505997
SCBI,5.8976656428258005
UNDE,9.17215591670899
