siteID,Mean_moisture
ABBY,0.22975657539898742
DSNY,0.26110107148684664
HARV,0.14339287170740467
JERC,0.1692671034938349
MLBS,0.225735492194054
ONAQ,0.17699877388372331
SCBI,0.3011625545622936
UNDE,0.16360568777149126
